Document ID,Document Name,Tactic ID,Tactic Name,Confidence,Suggested Link Type,Match Reasons
6,"Confidentiality_form_.pdf",T014,"Health Department Inspection Preparation",46,supplemental,"Category match: compliance → Legal & Compliance | Description relevance: 4% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T418,"Face Sheet Emergency Protocol Documentation",46,supplemental,"Category match: compliance → Operations & Compliance | Description relevance: 4% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T419,"Forward Phone System Setup (Open Phone App Delegation)",46,supplemental,"Category match: compliance → Operations & Compliance | Description relevance: 4% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T080,"Install smoke detectors in every room",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T090,"Test all outlets and electrical systems",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 6% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T083,"Create fire evacuation plan (post in common areas)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T082,"Install fire extinguishers (kitchen, hallways)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T086,"Install security cameras (common areas only, not bedrooms)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T087,"Ensure wheelchair accessibility if serving mobility-limited residents",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T089,"Secure hazardous materials (cleaning supplies)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T085,"Install locks on bedroom doors (privacy + security)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T088,"Check water heater temperature (prevent scalding)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T081,"Install carbon monoxide detectors",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 6% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T084,"Ensure all residents can self-evacuate (legal requirement)",46,supplemental,"Category match: compliance → Staffing & Resident Care | Description relevance: 5% | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T024,"Verify Zoning Laws for Target Neighborhoods",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T012,"Zoning Law Verification & Variance Process",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T023,"Understand Unlicensed Home Requirements for Your State",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T005,"State Licensing Requirements Research",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T013,"Fire Marshal Inspection Preparation",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T017,"Open Business Bank Account",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T016,"Get EIN (Employer Identification Number)",45,supplemental,"Category match: compliance → Legal & Compliance | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T437,"Non-Compete Agreement Enforcement with Partners",45,supplemental,"Category match: compliance → Legal Protection | Ownership context: individual, llc, corporation, nonprofit"
6,"Confidentiality_form_.pdf",T421,"6-Point Resident Vetting System (Structured Assessment)",45,supplemental,"Category match: compliance → Operations & Compliance | Ownership context: individual, llc, corporation, nonprofit"
7,"Discharge_Planning.pdf",T244,"Meet with accountant (tax planning)",54,supplemental,"Category match: operations → Operations Management | Keyword overlap: 20% | Description relevance: 13% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T039,"Identify 5 target neighborhoods",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T041,"Schedule property tours (minimum 3 per week)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T042,"Run underwriting on 5+ properties weekly",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T034,"Set up Zillow alerts for target area",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T037,"Drive target neighborhoods for "For Rent" signs",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T035,"Set up Apartments.com alerts",46,supplemental,"Category match: operations → Property Operations | Description relevance: 7% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T040,"Contact 20+ landlords per week",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T038,"Photo document properties during neighborhood drives",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T036,"Set up Craigslist alerts",46,supplemental,"Category match: operations → Property Operations | Description relevance: 7% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T434,"BRRRR Real Estate Investor Group Outreach",46,supplemental,"Category match: operations → Property Operations | Description relevance: 4% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T052,"Offer to handle all tenant screening",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T055,"Provide personal and business references",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T044,"Budget for security deposit (typically 1-2 months rent)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T049,"Create landlord pitch script",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T048,"Negotiate landlord terms (early termination, maintenance)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T047,"Ensure property allows subletting (verify lease terms)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T046,"Budget for operating reserve ($2,000 minimum)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T057,"Sign lease agreement",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T053,"Provide proof of business insurance",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T051,"Highlight benefits: guaranteed rent, longer tenancy, property maintenance",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T050,"Prepare landlord pitch presentation deck",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T056,"Offer rent premium if needed (e.g., $100-200 above asking)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T045,"Budget for setup costs ($2,500 furniture/supplies max)",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T054,"Show business bank account statements",46,supplemental,"Category match: operations → Property Operations | Description relevance: 6% | Ownership context: individual, llc, corporation, partnership, nonprofit"
7,"Discharge_Planning.pdf",T043,"Calculate monthly lease cost vs bed revenue potential",46,supplemental,"Category match: operations → Property Operations | Description relevance: 5% | Ownership context: individual, llc, corporation, partnership, nonprofit"
